ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
6757.9345681207,`2999 54083 WV Randolph,`0003  Pasture (improved through cultural practices),2,7063.0547564607,104.5149917518,49886742.49276173
3025.8642636823,`2999 54083 WV Randolph,`0004 Idle farmland,2,2265.181908673,74.8606583534,5131049.0793792745
1713.9848065434,`2999 54083 WV Randolph,`0010 Developed,1,1869.9154471696,109.0975509252,3496583.7795635173
3420.5919504826,`2999 54083 WV Randolph,"`0011 Cultural (business, residential, other intense human activity)",2,3677.743303372,107.5177441978,13525795.805497924
31554.7260526853,`2999 54083 WV Randolph,"`0012 Rights-of-way (improved road, railway, power line)",17,12123.8388957601,38.4216262107,146987469.57034454
567417.9332149238,`2999 54083 WV Randolph,`0020 Forest (presnfcd is null),147,53773.29863364,9.4768415811,2891567645.942627
1058.9224072634,`2999 54083 WV Randolph,`0022 Noncensus water (presnfcd is null),5,627.709413033,59.2781311197,394019.1072102698
2277.8059521233,`3000 54085 WV Ritchie,`0001 Agricultural land,1,2193.8636133246,96.3147721727,4813037.553869463
2984.1785271114,`3000 54085 WV Ritchie,`0002 Cropland,1,2874.204749615,96.3147721727,8261052.942709256
4496.6286022796,`3000 54085 WV Ritchie,`0003  Pasture (improved through cultural practices),1,4454.5235080697,99.0636297116,19842779.683945525
6346.8446749461,`3000 54085 WV Ritchie,`0004 Idle farmland,1,6983.3815093455,110.0291856347,48767617.305068195
33952.0435915499,`3000 54085 WV Ritchie,"`0012 Rights-of-way (improved road, railway, power line)",12,12546.2782399551,36.9529398315,157409097.67437196
231127.488094901,`3000 54085 WV Ritchie,`0020 Forest (presnfcd is null),34,39469.6580019925,17.0770072947,1557853902.794254
2059.6578781342,`3000 54085 WV Ritchie,`0022 Noncensus water (presnfcd is null),1,2040.3718537214,99.0636297116,4163117.3014584314
19367.1601915167,`3001 54087 WV Roane,`0002 Cropland,3,12233.0542394738,63.1639028051,149647616.0259068
18832.1820644073,`3001 54087 WV Roane,`0003  Pasture (improved through cultural practices),4,11163.7487193655,59.2801656292,124629285.46913517
15242.3659232033,`3001 54087 WV Roane,"`0011 Cultural (business, residential, other intense human activity)",4,9311.7723213008,61.0913841605,86709103.76374277
9357.6772770972,`3001 54087 WV Roane,"`0012 Rights-of-way (improved road, railway, power line)",4,7260.8461692797,77.5923977102,52719887.093943805
230788.0043276057,`3001 54087 WV Roane,`0020 Forest (presnfcd is null),34,39976.1098899004,17.3215718063,1598089361.9293947
419.9971958776,`3001 54087 WV Roane,`0022 Noncensus water (presnfcd is null),1,416.0644669234,99.0636297116,173109.6406362942
6724.0448087815,`3002 54089 WV Summers,`0002 Cropland,1,7768.3496613794,115.5309026382,60347256.46145419
23061.031169242,`3002 54089 WV Summers,`0003  Pasture (improved through cultural practices),4,12917.3489026868,56.0137524115,166857902.67374364
9896.9845867457,`3002 54089 WV Summers,"`0011 Cultural (business, residential, other intense human activity)",3,7977.6285200588,80.6066580193,63642556.80405512
2502.6625816492,`3002 54089 WV Summers,"`0012 Rights-of-way (improved road, railway, power line)",2,2387.0228209615,95.3793307362,5697877.947791058
123815.7697913031,`3002 54089 WV Summers,`0020 Forest (presnfcd is null),19,31041.1210119144,25.0704099035,963551193.6763115
12742.5986916855,`3003 54091 WV Taylor,`0002 Cropland,2,9932.122788325,77.94424849,98647063.08236547
13112.847974879,`3003 54091 WV Taylor,`0003  Pasture (improved through cultural practices),2,10186.7499007142,77.6852589173,103769873.53970021
15382.5195410502,`3003 54091 WV Taylor,"`0011 Cultural (business, residential, other intense human activity)",2,11079.0866492807,72.0238750207,122746160.98226938
8645.8854140061,`3003 54091 WV Taylor,"`0012 Rights-of-way (improved road, railway, power line)",4,4705.7908952245,54.4280969489,22144467.949578255
51180.8344230414,`3003 54091 WV Taylor,`0020 Forest (presnfcd is null),7,18915.8701929575,36.9588937074,357810145.15681905
2476.7248594326,`3004 54093 WV Tucker,`0002 Cropland,1,2349.4416385178,94.8608251567,5519876.012801232
7554.5117054808,`3004 54093 WV Tucker,`0003  Pasture (improved through cultural practices),1,7488.2380723299,99.122727772,56073709.427890934
9011.2201952075,`3004 54093 WV Tucker,`0010 Developed,1,8548.1178338572,94.8608251567,73070318.50150678
3920.1967745036,`3004 54093 WV Tucker,"`0011 Cultural (business, residential, other intense human activity)",1,4336.6310741217,110.6227907315,18806369.073037684
7325.7037396172,`3004 54093 WV Tucker,"`0012 Rights-of-way (improved road, railway, power line)",6,7062.0034112767,96.4003413499,49871892.18088326
2395.4000465133,`3004 54093 WV Tucker,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,2338.4090747019,97.6208161182,5468157.0006481325
16502.7031249533,`3004 54093 WV Tucker,`0017 Wetland,3,10057.7419386436,60.9460272204,101158172.90435123
180729.3503945973,`3004 54093 WV Tucker,`0020 Forest (presnfcd is null),60,27832.7053662632,15.4002132501,774659488.0052141
2178.029943622,`3004 54093 WV Tucker,`0022 Noncensus water (presnfcd is null),1,2066.0971766789,94.8608251567,4268757.543480696
6346.8446749461,`3005 54095 WV Tyler,`0001 Agricultural land,1,6983.3815093455,110.0291856347,48767617.305068195
15742.4664705223,`3005 54095 WV Tyler,`0003  Pasture (improved through cultural practices),3,10453.9998480824,66.4063656585,109286112.82370594
6235.5910523512,`3005 54095 WV Tyler,`0004 Idle farmland,1,6818.2267478842,109.3437124186,46488215.98556417
16236.8136893416,`3005 54095 WV Tyler,"`0011 Cultural (business, residential, other intense human activity)",4,9549.3368159777,58.8128742417,91189833.62498634
11981.5837103057,`3005 54095 WV Tyler,"`0012 Rights-of-way (improved road, railway, power line)",5,6839.6180163824,57.0844237436,46780374.6100221
107586.3262736123,`3005 54095 WV Tyler,`0020 Forest (presnfcd is null),19,26710.4636669484,24.8270059887,713448869.3033693
6440.6174776435,`3005 54095 WV Tyler,`0022 Noncensus water (presnfcd is null),1,6203.2660501096,96.3147721727,38480509.68844206
4938.0857142857,`3005 54095 WV Tyler,`0023 Census water (presnfcd is null),1,4938.0857142857,100.0,24384690.521632656
12742.5986916855,`3006 54097 WV Upshur,`0002 Cropland,2,9932.122788325,77.94424849,98647063.08236547
32243.6125297766,`3006 54097 WV Upshur,`0003  Pasture (improved through cultural practices),5,15348.5404128598,47.601801438,235577692.80518946
14709.2815655526,`3006 54097 WV Upshur,"`0011 Cultural (business, residential, other intense human activity)",4,9545.240087543,64.8926328931,91111608.32883778
6300.9305954939,`3006 54097 WV Upshur,"`0012 Rights-of-way (improved road, railway, power line)",3,4164.8306206962,66.0986588818,17345814.099088725
2252.8050488019,`3006 54097 WV Upshur,`0017 Wetland,1,2137.0294584643,94.8608251567,4566894.9063441735
158975.3265498001,`3006 54097 WV Upshur,`0020 Forest (presnfcd is null),24,33116.7651326071,20.8313867638,1096720132.8482637
5976.5093696387,`3006 54097 WV Upshur,`0022 Noncensus water (presnfcd is null),2,4502.9887341566,75.3447950242,20276907.539941642
5103.8037649659,`3007 54099 WV Wayne,`0001 Agricultural land,1,5580.6885111751,109.3437124186,31144084.258762307
4983.8973151548,`3007 54099 WV Wayne,`0010 Developed,1,5604.3419584868,112.448985284,31408648.787655488
21840.9841896996,`3007 54099 WV Wayne,"`0011 Cultural (business, residential, other intense human activity)",4,12462.9320355261,57.0621356953,155324674.92214176
21678.3406984331,`3007 54099 WV Wayne,"`0012 Rights-of-way (improved road, railway, power line)",6,11009.8788903173,50.787461289,121217433.17945461
276629.5034489864,`3007 54099 WV Wayne,`0020 Forest (presnfcd is null),42,42910.503126167,15.5119040417,1841311278.5407848
354.5281384613,`3007 54099 WV Wayne,`0022 Noncensus water (presnfcd is null),1,387.6542281622,109.3437124186,150275.800612042
5371.9319961204,`3007 54099 WV Wayne,`0023 Census water (presnfcd is null),2,4128.4737399663,76.8526806175,17044295.421591617
3900.9856826291,`3008 54101 WV Webster,`0010 Developed,1,3790.1857766727,97.1596946267,14365508.221692184
331.9567662413,`3008 54101 WV Webster,"`0011 Cultural (business, residential, other intense human activity)",1,322.5281803727,97.1596946267,104024.4271345033
11161.6516071652,`3008 54101 WV Webster,"`0012 Rights-of-way (improved road, railway, power line)",11,4108.2272352802,36.8066248605,16877531.01669769
438986.17376485,`3008 54101 WV Webster,`0020 Forest (presnfcd is null),83,51895.288446829,11.8216225358,2693120962.979587
352.1361598694,`3008 54101 WV Webster,`0022 Noncensus water (presnfcd is null),3,387.9750441872,110.1775643635,150524.6349120802
8587.4899701914,`3009 54103 WV Wetzel,`0002 Cropland,1,8271.0214001461,96.3147721727,68409795.00167476
13020.3155165705,`3009 54103 WV Wetzel,`0003  Pasture (improved through cultural practices),2,10100.2044214877,77.5726548918,102014129.35584019
11268.8796366507,`3009 54103 WV Wetzel,"`0011 Cultural (business, residential, other intense human activity)",3,7894.8905096979,70.0592318337,62329296.160117984
14887.431206243,`3009 54103 WV Wetzel,"`0012 Rights-of-way (improved road, railway, power line)",8,5859.0836743558,39.3559076323,34328861.50310242
214229.3406124387,`3009 54103 WV Wetzel,`0020 Forest (presnfcd is null),31,38234.1573729414,17.8473019912,1461850790.018846
359.3606927826,`3009 54103 WV Wetzel,`0022 Noncensus water (presnfcd is null),1,346.1174325319,96.3147721727,119797.2771024839
1452.4786558286,`3009 54103 WV Wetzel,`0023 Census water (presnfcd is null),1,1452.4786558286,100.0,2109694.2456375742
6346.8446749461,`3010 54105 WV Wirt,`0002 Cropland,1,6983.3815093455,110.0291856347,48767617.305068195
6714.2128078776,`3010 54105 WV Wirt,`0003  Pasture (improved through cultural practices),2,5036.3862535966,75.0108225299,25365186.495416336
250.7592273471,`3010 54105 WV Wirt,"`0011 Cultural (business, residential, other intense human activity)",1,248.4111924469,99.0636297116,61708.1205328763
4771.3128155391,`3010 54105 WV Wirt,"`0012 Rights-of-way (improved road, railway, power line)",1,4726.6356599694,99.0636297116,22341084.662094284
101111.4291722616,`3010 54105 WV Wirt,`0020 Forest (presnfcd is null),18,25053.3550980002,24.7779655605,627670601.6664943
6128.1791856857,`3010 54105 WV Wirt,`0022 Noncensus water (presnfcd is null),2,4187.4561215399,68.331163216,17534788.769822177
11042.1389873873,`3011 54107 WV Wood,`0002 Cropland,1,9371.9589192608,84.8744879046,87833613.9843117
26186.9515758605,`3011 54107 WV Wood,`0003  Pasture (improved through cultural practices),5,13399.3030456425,51.1678612412,179541322.10896373
2562.6261501254,`3011 54107 WV Wood,`0004 Idle farmland,1,2802.0705679576,109.3437124186,7851599.467814131
6346.8446749461,`3011 54107 WV Wood,`0010 Developed,1,6983.3815093455,110.0291856347,48767617.305068195
25469.0352414541,`3011 54107 WV Wood,"`0011 Cultural (business, residential, other intense human activity)",5,13080.839339229,51.3597755675,171108357.8187204
15945.3629872287,`3011 54107 WV Wood,"`0012 Rights-of-way (improved road, railway, power line)",6,9037.0540703992,56.6751229034,81668346.27131933
191189.6873814238,`3011 54107 WV Wood,`0020 Forest (presnfcd is null),28,36388.1827256372,19.0325028635,1324099842.07436
4938.0857142857,`3011 54107 WV Wood,`0023 Census water (presnfcd is null),1,4938.0857142857,100.0,24384690.521632656
4622.5517433521,`3012 54109 WV Wyoming,`0003  Pasture (improved through cultural practices),1,4455.7736082059,96.3920764027,19853918.447584353
14546.6726039542,`3012 54109 WV Wyoming,`0010 Developed,3,10425.0122603753,71.6659578737,108680880.6289751
39596.5836234275,`3012 54109 WV Wyoming,"`0011 Cultural (business, residential, other intense human activity)",6,18241.9390092857,46.0694770609,332768338.8184998
12822.4700387392,`3012 54109 WV Wyoming,"`0012 Rights-of-way (improved road, railway, power line)",7,5883.4184703903,45.883659331,34614612.89772946
353888.5678671348,`3012 54109 WV Wyoming,`0020 Forest (presnfcd is null),43,52062.8061410461,14.7116383145,2710535783.280143
1118.6931462824,`3012 54109 WV Wyoming,`0022 Noncensus water (presnfcd is null),1,1198.0327624379,107.092169682,1435282.4998746214
ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
89206.0611062438,`3013 55001 WI Adams,`0002 Cropland,33,16466.8222555372,18.4593087637,271156235.1954537
8940.3315117392,`3013 55001 WI Adams,`0003  Pasture (improved through cultural practices),3,5256.2736412226,58.7928270257,27628412.591411036
2215.1276549504,`3013 55001 WI Adams,`0004 Idle farmland,1,2336.8060877913,105.4930663959,5460662.691938326
2953.5035399339,`3013 55001 WI Adams,`0010 Developed,1,3115.7414503884,105.4930663959,9707844.785668135
26641.4678376733,`3013 55001 WI Adams,"`0011 Cultural (business, residential, other intense human activity)",9,8969.9177350083,33.6690072396,80459424.17281553
9802.4183181985,`3013 55001 WI Adams,"`0012 Rights-of-way (improved road, railway, power line)",9,3969.5937433518,40.4960655064,15757674.48725778
7343.7631441671,`3013 55001 WI Adams,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,4093.240751623,55.7376466434,16754619.850747379
9847.1987226612,`3013 55001 WI Adams,`0017 Wetland,5,4928.6186931108,50.0509721792,24291282.22208086
234420.3390579647,`3013 55001 WI Adams,`0020 Forest (presnfcd is null),85,25534.882301187,10.8927759442,652030214.1354753
1577.4518142064,`3013 55001 WI Adams,`0022 Noncensus water (presnfcd is null),2,1138.1632470514,72.1520135703,1295415.5769386047
25737.7866913154,`3013 55001 WI Adams,`0023 Census water (presnfcd is null),9,8098.0143629675,31.4635227189,65577836.62282786
3128.9762382322,`3014 55003 WI Ashland,`0001 Agricultural land,1,3247.2269573886,103.7792143549,10544482.912791183
21521.3001988014,`3014 55003 WI Ashland,`0002 Cropland,7,8385.4008187389,38.9632630988,70314946.89090715
5440.9182035885,`3014 55003 WI Ashland,`0003  Pasture (improved through cultural practices),2,3939.9819845115,72.4139168627,15523458.038274886
6893.6010063263,`3014 55003 WI Ashland,`0004 Idle farmland,4,4188.849661531,60.7643183539,17546461.486908574
3128.9762382322,`3014 55003 WI Ashland,`0007 Maintained wildlife opening,1,3247.2269573886,103.7792143549,10544482.912791183
771.3900686428,`3014 55003 WI Ashland,`0010 Developed,2,612.9137827829,79.4557523746,375663.3051252683
5039.8219889123,`3014 55003 WI Ashland,"`0011 Cultural (business, residential, other intense human activity)",3,3578.4381620392,71.0032649945,12805219.679538745
7564.4371616512,`3014 55003 WI Ashland,"`0012 Rights-of-way (improved road, railway, power line)",13,2332.1316074452,30.8302066315,5438837.834445098
2425.3771943224,`3014 55003 WI Ashland,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,2118.1668358946,87.3335018097,4486630.744683865
45219.2993490378,`3014 55003 WI Ashland,`0017 Wetland,15,11791.0031388199,26.0751566445,139027755.0196613
438063.5099785044,`3014 55003 WI Ashland,`0020 Forest (presnfcd is null),157,33868.6515118328,7.7314477788,1147085555.2299721
1146.2864031374,`3014 55003 WI Ashland,`0022 Noncensus water (presnfcd is null),1,1120.4180463869,97.7432902737,1255336.5986694994
9867.776634495,`3014 55003 WI Ashland,`0023 Census water (presnfcd is null),6,4913.1064573969,49.7893967342,24138615.06171513
3128.9762382322,`3015 55005 WI Barron,`0001 Agricultural land,1,3247.2269573886,103.7792143549,10544482.912791183
272126.2843966761,`3015 55005 WI Barron,`0002 Cropland,96,27336.8730589947,10.0456569712,747304628.6435909
26962.8853434815,`3015 55005 WI Barron,`0003  Pasture (improved through cultural practices),10,9185.0408761503,34.0654969197,84364975.89655103
2735.5731847755,`3015 55005 WI Barron,`0004 Idle farmland,1,2838.9563592631,103.7792143549,8059673.209800301
3924.4774246262,`3015 55005 WI Barron,`0010 Developed,2,3336.7590762595,85.0242902487,11133961.133000327
33451.5899269225,`3015 55005 WI Barron,"`0011 Cultural (business, residential, other intense human activity)",11,10327.9969748513,30.8744576787,106667521.51253812
21281.077580526,`3015 55005 WI Barron,"`0012 Rights-of-way (improved road, railway, power line)",9,8045.3263718753,37.8050704502,64727276.42999172
3128.9762382322,`3015 55005 WI Barron,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,3247.2269573886,103.7792143549,10544482.912791183
10697.6748987494,`3015 55005 WI Barron,`0017 Wetland,4,5544.2487678833,51.8266709389,30738694.40017602
172550.1518636911,`3015 55005 WI Barron,`0020 Forest (presnfcd is null),66,22292.2868819743,12.9193087582,496946054.42824394
741.431940577,`3015 55005 WI Barron,`0022 Noncensus water (presnfcd is null),1,724.6999738603,97.7432902737,525190.05211317
25334.1688888889,`3015 55005 WI Barron,`0023 Census water (presnfcd is null),8,8597.5278398876,33.9364905855,73917484.95764208
3128.9762382322,`3016 55007 WI Bayfield,`0001 Agricultural land,1,3247.2269573886,103.7792143549,10544482.912791183
39006.7954785611,`3016 55007 WI Bayfield,`0002 Cropland,14,11073.9300403678,28.3897456956,122631926.53896037
10590.520714495,`3016 55007 WI Bayfield,`0003  Pasture (improved through cultural practices),4,5745.6633353885,54.252887939,33012647.163627446
8408.7402381677,`3016 55007 WI Bayfield,`0004 Idle farmland,5,4275.788871431,50.8493395006,18282370.473052956
3050.9463773284,`3016 55007 WI Bayfield,`0007 Maintained wildlife opening,1,2832.1233325673,92.8276994185,8020922.570872287
26660.2177413211,`3016 55007 WI Bayfield,"`0011 Cultural (business, residential, other intense human activity)",11,9033.5739917546,33.8840968195,81605459.06450489
20612.6283532336,`3016 55007 WI Bayfield,"`0012 Rights-of-way (improved road, railway, power line)",20,6257.7964921149,30.3590419663,39160016.93672494
5403.6139107148,`3016 55007 WI Bayfield,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,3764.7195474827,69.6704022472,14173113.271198714
16370.9771232508,`3016 55007 WI Bayfield,`0017 Wetland,9,6377.4883581624,38.9560641992,40672357.75849661
795588.3783141652,`3016 55007 WI Bayfield,`0020 Forest (presnfcd is null),278,44123.683469383,5.546044245,1946899442.9063022
1963.5101519335,`3016 55007 WI Bayfield,`0022 Noncensus water (presnfcd is null),2,1699.8505235534,86.5720262195,2889491.802424913
27918.7862230237,`3016 55007 WI Bayfield,`0023 Census water (presnfcd is null),10,8795.4123168858,31.5035626786,77359277.82402605
2265.2940932109,`3017 55009 WI Brown,`0001 Agricultural land,1,2265.0323956242,99.9884475227,5130371.753227068
188175.8235188116,`3017 55009 WI Brown,`0002 Cropland,65,23240.2053993094,12.3502610297,540107147.0020891
9851.2185002416,`3017 55009 WI Brown,`0003  Pasture (improved through cultural practices),4,5282.5540378182,53.6233567217,27905377.162469737
755.0980310703,`3017 55009 WI Brown,`0004 Idle farmland,1,755.0107985414,99.9884475227,570041.3059141184
5282.1786433629,`3017 55009 WI Brown,`0010 Developed,2,3784.2215376509,71.6413016891,14320332.646020977
56525.893272895,`3017 55009 WI Brown,"`0011 Cultural (business, residential, other intense human activity)",19,12967.1178280548,22.9401378329,168146144.76665694
17803.8454953088,`3017 55009 WI Brown,"`0012 Rights-of-way (improved road, railway, power line)",8,6778.8021125279,38.0749322629,45952158.080812335
1639.5232121181,`3017 55009 WI Brown,`0017 Wetland,1,1639.3338065706,99.9884475227,2687415.329365178
62065.2999387756,`3017 55009 WI Brown,`0020 Forest (presnfcd is null),29,12404.5988158402,19.9863673068,153874071.7819451
188470.1323091441,`3018 55011 WI Buffalo,`0002 Cropland,73,23022.6581112091,12.2155472749,530042786.5056213
9156.7069815708,`3018 55011 WI Buffalo,`0003  Pasture (improved through cultural practices),3,5377.1462164196,58.7235807288,28913701.432756007
4868.8321040006,`3018 55011 WI Buffalo,`0004 Idle farmland,2,3382.8594918804,69.4798961973,11443738.341805542
12178.5903114317,`3018 55011 WI Buffalo,"`0011 Cultural (business, residential, other intense human activity)",4,6194.9767114781,50.8677650948,38377736.455756344
9183.2214901523,`3018 55011 WI Buffalo,"`0012 Rights-of-way (improved road, railway, power line)",5,5089.6688952109,55.4235667807,25904729.462877538
12658.746673745,`3018 55011 WI Buffalo,`0017 Wetland,5,5967.9407023256,47.1447992138,35616316.22647486
213673.2701773998,`3018 55011 WI Buffalo,`0020 Forest (presnfcd is null),82,24067.899833056,11.2638795733,579263802.3740185
1533.7059129275,`3018 55011 WI Buffalo,`0022 Noncensus water (presnfcd is null),2,1102.0757501249,71.8570451372,1214570.9590133317
27391.0130466674,`3018 55011 WI Buffalo,`0023 Census water (presnfcd is null),10,8254.4016730887,30.1354377037,68135146.98069024
4709.0417249673,`3019 55013 WI Burnett,`0001 Agricultural land,2,3580.6028932135,76.0367629412,12820717.078888686
55415.2583208726,`3019 55013 WI Burnett,`0002 Cropland,20,13233.9987252496,23.8815068742,175138722.25990725
11941.6027999274,`3019 55013 WI Burnett,`0003  Pasture (improved through cultural practices),4,6190.0395528583,51.8359189848,38316589.6659504
8189.6213279364,`3019 55013 WI Burnett,`0004 Idle farmland,5,4202.3210069897,51.3127632978,17659501.845786825
3128.9762382322,`3019 55013 WI Burnett,`0008 Windbreak\/Shelterbelt,1,3247.2269573886,103.7792143549,10544482.912791183
159.8029102542,`3019 55013 WI Burnett,`0010 Developed,1,156.4632041459,97.9101093321,24480.7342515875
5889.5143703015,`3019 55013 WI Burnett,"`0011 Cultural (business, residential, other intense human activity)",5,2860.1506732633,48.5634382299,8180461.873768622
21392.4433044487,`3019 55013 WI Burnett,"`0012 Rights-of-way (improved road, railway, power line)",17,6546.9165513028,30.6038747334,42862116.32972287
4913.0253898991,`3019 55013 WI Burnett,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,3258.4486428353,66.3226501848,10617487.557995126
64041.1433282045,`3019 55013 WI Burnett,`0017 Wetland,30,12328.4105810952,19.2507658989,151989707.45606023
385973.0919809216,`3019 55013 WI Burnett,`0020 Forest (presnfcd is null),137,32334.4550935436,8.3773858244,1045516986.1963872
2577.7123980819,`3019 55013 WI Burnett,`0022 Noncensus water (presnfcd is null),5,1346.4951185218,52.2360492786,1813049.1042029783
26008.3574079084,`3019 55013 WI Burnett,`0023 Census water (presnfcd is null),9,8747.4490571592,33.6332238133,76517865.00759554
131125.400292743,`3020 55015 WI Calumet,`0002 Cropland,47,19507.2598874787,14.8767972063,380533188.3176365
11503.9278959039,`3020 55015 WI Calumet,`0003  Pasture (improved through cultural practices),4,5765.7527556027,50.1198617357,33243904.838739745
7397.0111485522,`3020 55015 WI Calumet,"`0011 Cultural (business, residential, other intense human activity)",3,4501.4088065706,60.8544277705,20262681.243871022
6168.6195967242,`3020 55015 WI Calumet,"`0012 Rights-of-way (improved road, railway, power line)",3,4271.6202298893,69.2475871289,18246739.388399497
8019.0118282274,`3020 55015 WI Calumet,`0017 Wetland,3,4670.8853711187,58.2476428664,21817170.15013036
38558.3512745213,`3020 55015 WI Calumet,`0020 Forest (presnfcd is null),15,10222.140508073,26.5108340222,104492156.5667876
56321.9799498747,`3020 55015 WI Calumet,`0023 Census water (presnfcd is null),17,12507.6264391381,22.2073628276,156440719.14102742
245252.7928681662,`3021 55017 WI Chippewa,`0002 Cropland,88,26717.8873091093,10.8940195937,713845502.2622612
40699.7455056181,`3021 55017 WI Chippewa,`0003  Pasture (improved through cultural practices),13,11413.1297343501,28.0422631458,130259530.33310644
11379.3670759019,`3021 55017 WI Chippewa,`0004 Idle farmland,4,5813.6260788079,51.0891865956,33798248.184195265
5343.6154517755,`3021 55017 WI Chippewa,`0010 Developed,4,3438.8305442234,64.354004798,11825555.5118838
31613.6557940692,`3021 55017 WI Chippewa,"`0011 Cultural (business, residential, other intense human activity)",13,9597.1101069513,30.3574827583,92104522.40494718
19881.2295726685,`3021 55017 WI Chippewa,"`0012 Rights-of-way (improved road, railway, power line)",11,6528.6277224747,32.8381486598,42622979.93866481
5911.4448723647,`3021 55017 WI Chippewa,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",4,3166.5741193554,53.5668383572,10027191.653371604
22792.0142729821,`3021 55017 WI Chippewa,`0017 Wetland,12,7632.9467605934,33.4895664296,58261876.25005372
280959.274737721,`3021 55017 WI Chippewa,`0020 Forest (presnfcd is null),107,27249.2693768811,9.6986545122,742522681.5738288
1564.9775639666,`3021 55017 WI Chippewa,`0022 Noncensus water (presnfcd is null),1,1590.4205560813,101.6257736022,2529437.5452060266
25737.7866913154,`3021 55017 WI Chippewa,`0023 Census water (presnfcd is null),9,8098.0143629675,31.4635227189,65577836.62282786
3913.4370678479,`3022 55019 WI Clark,`0001 Agricultural land,2,3280.1274469322,83.8170485449,10759236.06811827
314036.8860983708,`3022 55019 WI Clark,`0002 Cropland,105,30132.5939163117,9.5952403206,907973216.1253421
46447.4658352964,`3022 55019 WI Clark,`0003  Pasture (improved through cultural practices),16,11919.7088622822,25.6627754559,142079459.36156973
6169.4945233674,`3022 55019 WI Clark,`0004 Idle farmland,4,3491.2057749844,56.5881979757,12188517.763284555
3130.7496542783,`3022 55019 WI Clark,`0008 Windbreak\/Shelterbelt,1,3182.8731838725,101.6648897341,10130681.70461474
520.8412796984,`3022 55019 WI Clark,`0010 Developed,1,515.1235216765,98.9022072089,265352.2425844495
24682.2116657535,`3022 55019 WI Clark,"`0011 Cultural (business, residential, other intense human activity)",11,8232.45214146,33.3537863338,67773268.2614292
17088.6391885336,`3022 55019 WI Clark,"`0012 Rights-of-way (improved road, railway, power line)",11,6591.4674384183,38.5722196232,43447442.99172857
10530.8976022575,`3022 55019 WI Clark,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",6,5198.947215974,49.3685098112,27029052.154483367
32990.2335475239,`3022 55019 WI Clark,`0017 Wetland,18,9161.6264011546,27.7707230777,83935398.3143323
327049.7219965356,`3022 55019 WI Clark,`0020 Forest (presnfcd is null),121,29090.88806244,8.8949435226,846279768.261415
1844.2118017173,`3022 55019 WI Clark,`0022 Noncensus water (presnfcd is null),3,1133.5863059669,61.467251479,1285017.9130757716
3699.7479085566,`3022 55019 WI Clark,`0023 Census water (presnfcd is null),2,3220.2695015343,87.0402411496,10370135.662511824
12081.5684971248,`3023 55021 WI Columbia,`0001 Agricultural land,4,6035.336024727,49.9549046646,36425280.931367576
291115.7125169395,`3023 55021 WI Columbia,`0002 Cropland,101,28627.0787749331,9.8335739172,819509639.1862247
17548.2197185954,`3023 55021 WI Columbia,`0003  Pasture (improved through cultural practices),6,7166.4889578292,40.83883763,51358563.98268752
6892.4478513603,`3023 55021 WI Columbia,`0004 Idle farmland,4,3970.4554772333,57.6058834663,15764516.696691848
6037.2766744332,`3023 55021 WI Columbia,`0008 Windbreak\/Shelterbelt,2,4279.0912338276,70.8778388764,18310621.787419803
2466.1982214064,`3023 55021 WI Columbia,`0009 Rangeland,1,2746.065107853,111.3481099782,7540873.5765678175
19598.9188952251,`3023 55021 WI Columbia,"`0011 Cultural (business, residential, other intense human activity)",8,7467.8777205642,38.103518671,55769197.64929878
9145.115819672,`3023 55021 WI Columbia,"`0012 Rights-of-way (improved road, railway, power line)",8,4526.5927157843,49.4973798587,20490041.614591625
7641.9785295157,`3023 55021 WI Columbia,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",5,4028.2118622473,52.7116354317,16226490.807150228
24817.5689813529,`3023 55021 WI Columbia,`0017 Wetland,9,8472.0120607496,34.1371552835,71774988.35748667
99998.4842318779,`3023 55021 WI Columbia,`0020 Forest (presnfcd is null),44,15818.5319839596,15.8187717599,250225954.12755436
1671.8343601086,`3023 55021 WI Columbia,`0022 Noncensus water (presnfcd is null),2,1500.5610104641,89.7553637052,2251683.3461251496
6626.1152882206,`3023 55021 WI Columbia,`0023 Census water (presnfcd is null),2,4661.6475030502,70.3526470681,21730957.442694098
5314.5348402098,`3024 55023 WI Crawford,`0001 Agricultural land,2,3866.663087926,72.7563785766,14951083.435529323
116365.1366125612,`3024 55023 WI Crawford,`0002 Cropland,45,18288.2712305559,15.7162804625,334460864.60237783
15217.6241964979,`3024 55023 WI Crawford,`0003  Pasture (improved through cultural practices),6,6622.2175674602,43.5167637336,43853765.510778345
5356.5885712476,`3024 55023 WI Crawford,`0004 Idle farmland,2,3884.085302363,72.5104280588,15086118.6360322
