countyID,countyName,state,size,2022 gdp (1000s),,,,,,,,
47043,Dickson County,TN,491," 2,100,186 ",,,,,SD,Buffalo County,Buffalo,"74,947"
47045,Dyer County,TN,527," 1,794,520 ",,,,,SD,Butte County,Butte,"321,201"
47047,Fayette County,TN,706," 1,346,086 ",,,,,SD,Campbell County,Campbell,"105,320"
47049,Fentress County,TN,499," 512,498 ",,,,,SD,Charles Mix County,Charles Mix,"426,284"
47051,Franklin County,TN,574," 1,301,389 ",,,,,SD,Clark County,Clark,"232,570"
47053,Gibson County,TN,604," 1,459,094 ",,,,,SD,Clay County,Clay,"652,226"
47055,Giles County,TN,611," 1,256,240 ",,,,,SD,Codington County,Codington,"1,539,280"
47057,Grainger County,TN,302," 491,949 ",,,,,SD,Corson County,Corson,"103,718"
47059,Greene County,TN,624," 2,473,363 ",,,,,SD,Custer County,Custer,"261,080"
47061,Grundy County,TN,361," 248,294 ",,,,,SD,Davison County,Davison,"1,213,135"
47063,Hamblen County,TN,176," 3,458,238 ",,,,,SD,Day County,Day,"293,788"
47065,Hamilton County,TN,576," 29,064,512 ",,,,,SD,Deuel County,Deuel,"340,494"
47067,Hancock County,TN,224," 88,244 ",,,,,SD,Dewey County,Dewey,"202,130"
47069,Hardeman County,TN,670," 616,839 ",,,,,SD,Douglas County,Douglas,"188,512"
47071,Hardin County,TN,596," 1,032,198 ",,,,,SD,Edmunds County,Edmunds,"281,108"
47073,Hawkins County,TN,500," 1,824,164 ",,,,,SD,Fall River County,Fall River,"238,515"
47075,Haywood County,TN,534," 853,635 ",,,,,SD,Faulk County,Faulk,"148,234"
47077,Henderson County,TN,526," 774,043 ",,,,,SD,Grant County,Grant,"536,423"
47079,Henry County,TN,593," 1,295,266 ",,,,,SD,Gregory County,Gregory,"174,832"
47081,Hickman County,TN,613," 536,795 ",,,,,SD,Haakon County,Haakon,"118,479"
47083,Houston County,TN,207," 150,484 ",,,,,SD,Hamlin County,Hamlin,"278,027"
47085,Humphreys County,TN,557," 841,682 ",,,,,SD,Hand County,Hand,"199,542"
47087,Jackson County,TN,320," 225,351 ",,,,,SD,Hanson County,Hanson,"156,117"
47089,Jefferson County,TN,314," 1,724,316 ",,,,,SD,Harding County,Harding,"52,387"
47091,Johnson County,TN,303," 425,810 ",,,,,SD,Hughes County,Hughes,"1,209,786"
47093,Knox County,TN,526," 31,306,893 ",,,,,SD,Hutchinson County,Hutchinson,"422,461"
47095,Lake County,TN,194," 117,085 ",,,,,SD,Hyde County,Hyde,"130,364"
47097,Lauderdale County,TN,507," 705,230 ",,,,,SD,Jackson County,Jackson,"78,859"
47099,Lawrence County,TN,618," 1,140,579 ",,,,,SD,Jerauld County,Jerauld,"184,081"
47101,Lewis County,TN,283," 328,694 ",,,,,SD,Jones County,Jones,"62,255"
47103,Lincoln County,TN,571," 1,191,329 ",,,,,SD,Kingsbury County,Kingsbury,"263,710"
47105,Loudon County,TN,247," 2,367,297 ",,,,,SD,Lake County,Lake,"577,441"
47107,McMinn County,TN,432," 2,265,351 ",,,,,SD,Lawrence County,Lawrence,"1,320,749"
47109,McNairy County,TN,561," 548,036 ",,,,,SD,Lincoln County,Lincoln,"6,136,824"
47111,Macon County,TN,307," 569,007 ",,,,,SD,Lyman County,Lyman,"171,488"
47113,Madison County,TN,559," 6,441,399 ",,,,,SD,McCook County,McCook,"288,562"
47115,Marion County,TN,514," 853,126 ",,,,,SD,McPherson County,McPherson,"119,306"
47117,Marshall County,TN,376," 1,353,372 ",,,,,SD,Marshall County,Marshall,"285,321"
47119,Maury County,TN,616," 4,932,361 ",,,,,SD,Meade County,Meade,"885,739"
47121,Meigs County,TN,217," 263,537 ",,,,,SD,Mellette County,Mellette,"39,673"
47123,Monroe County,TN,653," 1,557,106 ",,,,,SD,Miner County,Miner,"119,997"
47125,Montgomery County,TN,544," 6,608,140 ",,,,,SD,Minnehaha County,Minnehaha,"15,780,685"
47127,Moore County,TN,130," 581,867 ",,,,,SD,Moody County,Moody,"299,021"
47129,Morgan County,TN,522," 308,165 ",,,,,SD,Oglala Lakota County,Oglala Lakota,"345,627"
47131,Obion County,TN,555," 1,284,924 ",,,,,SD,Pennington County,Pennington,"6,153,718"
47133,Overton County,TN,435," 566,568 ",,,,,SD,Perkins County,Perkins,"134,954"
47135,Perry County,TN,423," 177,094 ",,,,,SD,Potter County,Potter,"167,125"
47137,Pickett County,TN,175," 141,680 ",,,,,SD,Roberts County,Roberts,"381,981"
47139,Polk County,TN,442," 376,568 ",,,,,SD,Sanborn County,Sanborn,"117,900"
47141,Putnam County,TN,402," 3,848,819 ",,,,,SD,Spink County,Spink,"411,532"
47143,Rhea County,TN,336," 2,444,762 ",,,,,SD,Stanley County,Stanley,"137,398"
47145,Roane County,TN,395," 2,725,719 ",,,,,SD,Sully County,Sully,"130,017"
47147,Robertson County,TN,477," 2,523,155 ",,,,,SD,Todd County,Todd,"229,437"
47149,Rutherford County,TN,624," 20,367,932 ",,,,,SD,Tripp County,Tripp,"254,743"
47151,Scott County,TN,533," 494,257 ",,,,,SD,Turner County,Turner,"458,647"
47153,Sequatchie County,TN,266," 326,371 ",,,,,SD,Union County,Union,"1,723,797"
47155,Sevier County,TN,598," 5,189,391 ",,,,,SD,Walworth County,Walworth,"248,457"
47157,Shelby County,TN,784," 66,224,936 ",,,,,SD,Yankton County,Yankton,"1,385,821"
47159,Smith County,TN,325," 745,620 ",,,,,SD,Ziebach County,Ziebach,"46,773"
47161,Stewart County,TN,493," 882,596 ",,,,,, County,,
47163,Sullivan County,TN,430," 8,914,979 ",,,,,,Tennessee County,Tennessee,"412,101,349"
47165,Sumner County,TN,543," 8,425,032 ",,,,,TN,Anderson County,Anderson,"5,753,009"
47167,Tipton County,TN,475," 1,303,519 ",,,,,TN,Bedford County,Bedford,"2,227,334"
47169,Trousdale County,TN,117," 210,374 ",,,,,TN,Benton County,Benton,"402,589"
47171,Unicoi County,TN,186," 585,718 ",,,,,TN,Bledsoe County,Bledsoe,"232,583"
47173,Union County,TN,247," 341,585 ",,,,,TN,Blount County,Blount,"6,626,401"
47175,Van Buren County,TN,275," 106,320 ",,,,,TN,Bradley County,Bradley,"4,812,055"
47177,Warren County,TN,434," 1,415,198 ",,,,,TN,Campbell County,Campbell,"994,736"
47179,Washington County,TN,330," 6,671,260 ",,,,,TN,Cannon County,Cannon,"312,201"
47181,Wayne County,TN,736," 376,701 ",,,,,TN,Carroll County,Carroll,"643,026"
47183,Weakley County,TN,582," 1,129,336 ",,,,,TN,Carter County,Carter,"1,103,034"
47185,White County,TN,380," 820,925 ",,,,,TN,Cheatham County,Cheatham,"1,279,600"
47187,Williamson County,TN,584," 28,843,963 ",,,,,TN,Chester County,Chester,"370,833"
47189,Wilson County,TN,583," 6,833,539 ",,,,,TN,Claiborne County,Claiborne,"774,012"
48001,Anderson County,TX,1078," 2,080,081 ",,,,,TN,Clay County,Clay,"225,514"
48003,Andrews County,TX,1501," 2,703,487 ",,,,,TN,Cocke County,Cocke,"826,257"
48005,Angelina County,TX,865," 3,322,589 ",,,,,TN,Coffee County,Coffee,"3,141,646"
48007,Aransas County,TX,528," 731,431 ",,,,,TN,Crockett County,Crockett,"577,457"
48009,Archer County,TX,926," 283,399 ",,,,,TN,Cumberland County,Cumberland,"1,810,683"
48011,Armstrong County,TX,914," 43,599 ",,,,,TN,Davidson County,Davidson,"85,468,316"
48013,Atascosa County,TX,1236," 2,621,346 ",,,,,TN,Decatur County,Decatur,"320,711"
48015,Austin County,TX,656," 1,644,744 ",,,,,TN,DeKalb County,DeKalb,"824,964"
48017,Bailey County,TX,827," 329,459 ",,,,,TN,Dickson County,Dickson,"2,100,186"
48019,Bandera County,TX,798," 391,445 ",,,,,TN,Dyer County,Dyer,"1,794,520"
48021,Bastrop County,TX,896," 2,842,297 ",,,,,TN,Fayette County,Fayette,"1,346,086"
48023,Baylor County,TX,901," 162,377 ",,,,,TN,Fentress County,Fentress,"512,498"
48025,Bee County,TX,880," 715,139 ",,,,,TN,Franklin County,Franklin,"1,301,389"
48027,Bell County,TX,1087," 17,980,355 ",,,,,TN,Gibson County,Gibson,"1,459,094"
48029,Bexar County,TX,1257," 115,265,382 ",,,,,TN,Giles County,Giles,"1,256,240"
48031,Blanco County,TX,713," 493,454 ",,,,,TN,Grainger County,Grainger,"491,949"
48033,Borden County,TX,906," 464,480 ",,,,,TN,Greene County,Greene,"2,473,363"
48035,Bosque County,TX,1003," 606,269 ",,,,,TN,Grundy County,Grundy,"248,294"
48037,Bowie County,TX,923," 3,706,115 ",,,,,TN,Hamblen County,Hamblen,"3,458,238"
48039,Brazoria County,TX,1598," 16,348,599 ",,,,,TN,Hamilton County,Hamilton,"29,064,512"
48041,Brazos County,TX,590," 11,495,568 ",,,,,TN,Hancock County,Hancock,"88,244"
48043,Brewster County,TX,6193," 400,762 ",,,,,TN,Hardeman County,Hardeman,"616,839"
48045,Briscoe County,TX,902," 92,662 ",,,,,TN,Hardin County,Hardin,"1,032,198"
48047,Brooks County,TX,944," 262,147 ",,,,,TN,Hawkins County,Hawkins,"1,824,164"
48049,Brown County,TX,957," 1,401,067 ",,,,,TN,Haywood County,Haywood,"853,635"
48051,Burleson County,TX,678," 827,068 ",,,,,TN,Henderson County,Henderson,"774,043"
48053,Burnet County,TX,1020," 1,911,392 ",,,,,TN,Henry County,Henry,"1,295,266"
48055,Caldwell County,TX,547," 1,033,608 ",,,,,TN,Hickman County,Hickman,"536,795"
48057,Calhoun County,TX,1032," 3,508,866 ",,,,,TN,Houston County,Houston,"150,484"
48059,Callahan County,TX,901," 361,404 ",,,,,TN,Humphreys County,Humphreys,"841,682"
48061,Cameron County,TX,1276," 12,032,752 ",,,,,TN,Jackson County,Jackson,"225,351"
48063,Camp County,TX,203," 396,199 ",,,,,TN,Jefferson County,Jefferson,"1,724,316"
48065,Carson County,TX,924," 907,787 ",,,,,TN,Johnson County,Johnson,"425,810"
48067,Cass County,TX,960," 999,944 ",,,,,TN,Knox County,Knox,"31,306,893"
48069,Castro County,TX,899," 516,273 ",,,,,TN,Lake County,Lake,"117,085"
48071,Chambers County,TX,869," 2,517,353 ",,,,,TN,Lauderdale County,Lauderdale,"705,230"
48073,Cherokee County,TX,1062," 1,337,756 ",,,,,TN,Lawrence County,Lawrence,"1,140,579"
48075,Childress County,TX,714," 282,215 ",,,,,TN,Lewis County,Lewis,"328,694"
48077,Clay County,TX,1116," 217,969 ",,,,,TN,Lincoln County,Lincoln,"1,191,329"
48079,Cochran County,TX,775," 180,558 ",,,,,TN,Loudon County,Loudon,"2,367,297"
48081,Coke County,TX,928," 194,838 ",,,,,TN,McMinn County,McMinn,"2,265,351"
48083,Coleman County,TX,1282," 214,247 ",,,,,TN,McNairy County,McNairy,"548,036"
48085,Collin County,TX,886," 83,208,852 ",,,,,TN,Macon County,Macon,"569,007"
48087,Collingsworth County,TX,919," 73,519 ",,,,,TN,Madison County,Madison,"6,441,399"
48089,Colorado County,TX,974," 878,495 ",,,,,TN,Marion County,Marion,"853,126"
48091,Comal County,TX,575," 7,965,447 ",,,,,TN,Marshall County,Marshall,"1,353,372"
48093,Comanche County,TX,948," 429,900 ",,,,,TN,Maury County,Maury,"4,932,361"
48095,Concho County,TX,994," 184,092 ",,,,,TN,Meigs County,Meigs,"263,537"
48097,Cooke County,TX,899," 2,346,919 ",,,,,TN,Monroe County,Monroe,"1,557,106"
48099,Coryell County,TX,1057," 1,660,310 ",,,,,TN,Montgomery County,Montgomery,"6,608,140"
48101,Cottle County,TX,902," 81,059 ",,,,,TN,Moore County,Moore,"581,867"
48103,Crane County,TX,786," 634,570 ",,,,,TN,Morgan County,Morgan,"308,165"
48105,Crockett County,TX,2808," 479,913 ",,,,,TN,Obion County,Obion,"1,284,924"
48107,Crosby County,TX,902," 191,567 ",,,,,TN,Overton County,Overton,"566,568"
48109,Culberson County,TX,3813," 2,288,356 ",,,,,TN,Perry County,Perry,"177,094"
48111,Dallam County,TX,1505," 565,224 ",,,,,TN,Pickett County,Pickett,"141,680"
48113,Dallas County,TX,909," 299,773,355 ",,,,,TN,Polk County,Polk,"376,568"
48115,Dawson County,TX,902," 589,964 ",,,,,TN,Putnam County,Putnam,"3,848,819"
48117,Deaf Smith County,TX,1498," 1,249,449 ",,,,,TN,Rhea County,Rhea,"2,444,762"
48119,Delta County,TX,278," 87,909 ",,,,,TN,Roane County,Roane,"2,725,719"
48121,Denton County,TX,958," 45,868,233 ",,,,,TN,Robertson County,Robertson,"2,523,155"
48123,DeWitt County,TX,911," 2,589,637 ",,,,,TN,Rutherford County,Rutherford,"20,367,932"
48125,Dickens County,TX,905," 88,159 ",,,,,TN,Scott County,Scott,"494,257"
48127,Dimmit County,TX,1335," 2,125,196 ",,,,,TN,Sequatchie County,Sequatchie,"326,371"
48129,Donley County,TX,933," 110,541 ",,,,,TN,Sevier County,Sevier,"5,189,391"
48131,Duval County,TX,1796," 309,646 ",,,,,TN,Shelby County,Shelby,"66,224,936"
48133,Eastland County,TX,932," 721,781 ",,,,,TN,Smith County,Smith,"745,620"
48135,Ector County,TX,902," 11,363,572 ",,,,,TN,Stewart County,Stewart,"882,596"
48137,Edwards County,TX,2120," 79,523 ",,,,,TN,Sullivan County,Sullivan,"8,914,979"
48139,Ellis County,TX,952," 6,964,273 ",,,,,TN,Sumner County,Sumner,"8,425,032"
48141,El Paso County,TX,1015," 34,763,020 ",,,,,TN,Tipton County,Tipton,"1,303,519"
48143,Erath County,TX,1090," 1,613,999 ",,,,,TN,Trousdale County,Trousdale,"210,374"
48145,Falls County,TX,774," 383,430 ",,,,,TN,Unicoi County,Unicoi,"585,718"
48147,Fannin County,TX,899," 964,099 ",,,,,TN,Union County,Union,"341,585"
48149,Fayette County,TX,960," 1,616,234 ",,,,,TN,Van Buren County,Van Buren,"106,320"
48151,Fisher County,TX,902," 326,840 ",,,,,TN,Warren County,Warren,"1,415,198"
48153,Floyd County,TX,993," 240,399 ",,,,,TN,Washington County,Washington,"6,671,260"
48155,Foard County,TX,708," 96,296 ",,,,,TN,Wayne County,Wayne,"376,701"
48157,Fort Bend County,TX,886," 33,408,557 ",,,,,TN,Weakley County,Weakley,"1,129,336"
48159,Franklin County,TX,295," 446,746 ",,,,,TN,White County,White,"820,925"
48161,Freestone County,TX,892," 874,483 ",,,,,TN,Williamson County,Williamson,"28,843,963"
48163,Frio County,TX,1134," 964,524 ",,,,,TN,Wilson County,Wilson,"6,833,539"
48165,Gaines County,TX,1503," 1,413,581 ",,,,,, County,,
48167,Galveston County,TX,876," 16,281,603 ",,,,,,Texas County,Texas,"1,924,007,472"
48169,Garza County,TX,896," 185,708 ",,,,,TX,Anderson County,Anderson,"2,080,081"
48171,Gillespie County,TX,1062," 1,286,201 ",,,,,TX,Andrews County,Andrews,"2,703,487"
48173,Glasscock County,TX,901," 2,093,218 ",,,,,TX,Angelina County,Angelina,"3,322,589"
48175,Goliad County,TX,859," 268,571 ",,,,,TX,Aransas County,Aransas,"731,431"
48177,Gonzales County,TX,1070," 2,269,355 ",,,,,TX,Archer County,Archer,"283,399"
48179,Gray County,TX,929," 936,442 ",,,,,TX,Armstrong County,Armstrong,"43,599"
48181,Grayson County,TX,979," 5,325,544 ",,,,,TX,Atascosa County,Atascosa,"2,621,346"
48183,Gregg County,TX,276," 7,885,905 ",,,,,TX,Austin County,Austin,"1,644,744"
48185,Grimes County,TX,801," 1,053,305 ",,,,,TX,Bailey County,Bailey,"329,459"
48187,Guadalupe County,TX,714," 9,590,455 ",,,,,TX,Bandera County,Bandera,"391,445"
48189,Hale County,TX,1005," 1,160,738 ",,,,,TX,Bastrop County,Bastrop,"2,842,297"
48191,Hall County,TX,904," 65,719 ",,,,,TX,Baylor County,Baylor,"162,377"
48193,Hamilton County,TX,836," 257,654 ",,,,,TX,Bee County,Bee,"715,139"
48195,Hansford County,TX,920," 351,711 ",,,,,TX,Bell County,Bell,"17,980,355"
48197,Hardeman County,TX,697," 207,916 ",,,,,TX,Bexar County,Bexar,"115,265,382"
48199,Hardin County,TX,897," 1,357,119 ",,,,,TX,Blanco County,Blanco,"493,454"
48201,Harris County,TX,1778," 402,792,333 ",,,,,TX,Borden County,Borden,"464,480"
48203,Harrison County,TX,915," 4,355,012 ",,,,,TX,Bosque County,Bosque,"606,269"
48205,Hartley County,TX,1463," 534,332 ",,,,,TX,Bowie County,Bowie,"3,706,115"
48207,Haskell County,TX,910," 294,641 ",,,,,TX,Brazoria County,Brazoria,"16,348,599"
48209,Hays County,TX,680," 9,724,156 ",,,,,TX,Brazos County,Brazos,"11,495,568"
48211,Hemphill County,TX,912," 341,666 ",,,,,TX,Brewster County,Brewster,"400,762"
48213,Henderson County,TX,949," 1,835,540 ",,,,,TX,Briscoe County,Briscoe,"92,662"
48215,Hidalgo County,TX,1583," 22,818,175 ",,,,,TX,Brooks County,Brooks,"262,147"
48217,Hill County,TX,986," 1,090,539 ",,,,,TX,Brown County,Brown,"1,401,067"
48219,Hockley County,TX,909," 1,300,445 ",,,,,TX,Burleson County,Burleson,"827,068"
48221,Hood County,TX,437," 2,420,953 ",,,,,TX,Burnet County,Burnet,"1,911,392"
48223,Hopkins County,TX,793," 1,706,381 ",,,,,TX,Caldwell County,Caldwell,"1,033,608"
48225,Houston County,TX,1237," 873,777 ",,,,,TX,Calhoun County,Calhoun,"3,508,866"
48227,Howard County,TX,904," 5,849,258 ",,,,,TX,Callahan County,Callahan,"361,404"
48229,Hudspeth County,TX,4572," 146,220 ",,,,,TX,Cameron County,Cameron,"12,032,752"
48231,Hunt County,TX,882," 5,065,001 ",,,,,TX,Camp County,Camp,"396,199"
48233,Hutchinson County,TX,895," 4,439,446 ",,,,,TX,Carson County,Carson,"907,787"
48235,Irion County,TX,1052," 679,303 ",,,,,TX,Cass County,Cass,"999,944"
48237,Jack County,TX,920," 421,298 ",,,,,TX,Castro County,Castro,"516,273"
48239,Jackson County,TX,857," 547,675 ",,,,,TX,Chambers County,Chambers,"2,517,353"
48241,Jasper County,TX,970," 990,549 ",,,,,TX,Cherokee County,Cherokee,"1,337,756"
48243,Jeff Davis County,TX,2265," 68,796 ",,,,,TX,Childress County,Childress,"282,215"
48245,Jefferson County,TX,1111," 16,611,587 ",,,,,TX,Clay County,Clay,"217,969"
48247,Jim Hogg County,TX,1136," 160,858 ",,,,,TX,Cochran County,Cochran,"180,558"
48249,Jim Wells County,TX,868," 1,474,235 ",,,,,TX,Coke County,Coke,"194,838"
48251,Johnson County,TX,734," 6,303,488 ",,,,,TX,Coleman County,Coleman,"214,247"
48253,Jones County,TX,937," 445,483 ",,,,,TX,Collin County,Collin,"83,208,852"
48255,Karnes County,TX,754," 4,796,419 ",,,,,TX,Collingsworth County,Collingsworth,"73,519"
48257,Kaufman County,TX,807," 4,631,701 ",,,,,TX,Colorado County,Colorado,"878,495"
48259,Kendall County,TX,663," 2,318,665 ",,,,,TX,Comal County,Comal,"7,965,447"
48261,Kenedy County,TX,1946," 241,052 ",,,,,TX,Comanche County,Comanche,"429,900"
48263,Kent County,TX,903," 105,753 ",,,,,TX,Concho County,Concho,"184,092"
48265,Kerr County,TX,1108," 2,289,090 ",,,,,TX,Cooke County,Cooke,"2,346,919"
48267,Kimble County,TX,1251," 145,609 ",,,,,TX,Coryell County,Coryell,"1,660,310"
48269,King County,TX,913," 63,481 ",,,,,TX,Cottle County,Cottle,"81,059"
48271,Kinney County,TX,1365," 112,401 ",,,,,TX,Crane County,Crane,"634,570"
48273,Kleberg County,TX,1091," 1,101,754 ",,,,,TX,Crockett County,Crockett,"479,913"
48275,Knox County,TX,856," 224,920 ",,,,,TX,Crosby County,Crosby,"191,567"
48277,Lamar County,TX,933," 2,694,410 ",,,,,TX,Culberson County,Culberson,"2,288,356"
48279,Lamb County,TX,1018," 605,093 ",,,,,TX,Dallam County,Dallam,"565,224"
48281,Lampasas County,TX,714," 521,561 ",,,,,TX,Dallas County,Dallas,"299,773,355"
48283,La Salle County,TX,1494," 2,247,116 ",,,,,TX,Dawson County,Dawson,"589,964"
48285,Lavaca County,TX,970," 1,096,909 ",,,,,TX,Deaf Smith County,Deaf Smith,"1,249,449"
48287,Lee County,TX,634," 801,574 ",,,,,TX,Delta County,Delta,"87,909"
48289,Leon County,TX,1080," 743,965 ",,,,,TX,Denton County,Denton,"45,868,233"
48291,Liberty County,TX,1176," 2,223,527 ",,,,,TX,DeWitt County,DeWitt,"2,589,637"
48293,Limestone County,TX,933," 1,353,048 ",,,,,TX,Dickens County,Dickens,"88,159"
48295,Lipscomb County,TX,932," 407,380 ",,,,,TX,Dimmit County,Dimmit,"2,125,196"
48297,Live Oak County,TX,1079," 1,277,802 ",,,,,TX,Donley County,Donley,"110,541"
48299,Llano County,TX,966," 776,794 ",,,,,TX,Duval County,Duval,"309,646"
48301,Loving County,TX,677," 5,423,583 ",,,,,TX,Eastland County,Eastland,"721,781"
48303,Lubbock County,TX,901," 14,606,518 ",,,,,TX,Ector County,Ector,"11,363,572"
48305,Lynn County,TX,894," 304,552 ",,,,,TX,Edwards County,Edwards,"79,523"
48307,McCulloch County,TX,1073," 319,628 ",,,,,TX,Ellis County,Ellis,"6,964,273"
48309,McLennan County,TX,1060," 13,355,996 ",,,,,TX,El Paso County,El Paso,"34,763,020"
48311,McMullen County,TX,1143," 908,593 ",,,,,TX,Erath County,Erath,"1,613,999"
48313,Madison County,TX,472," 470,026 ",,,,,TX,Falls County,Falls,"383,430"
48315,Marion County,TX,420," 270,565 ",,,,,TX,Fannin County,Fannin,"964,099"
48317,Martin County,TX,916," 6,677,211 ",,,,,TX,Fayette County,Fayette,"1,616,234"
48319,Mason County,TX,932," 112,246 ",,,,,TX,Fisher County,Fisher,"326,840"
48321,Matagorda County,TX,1612," 2,170,089 ",,,,,TX,Floyd County,Floyd,"240,399"
48323,Maverick County,TX,1292," 1,808,257 ",,,,,TX,Foard County,Foard,"96,296"
48325,Medina County,TX,1335," 1,096,891 ",,,,,TX,Fort Bend County,Fort Bend,"33,408,557"
48327,Menard County,TX,902," 46,861 ",,,,,TX,Franklin County,Franklin,"446,746"
48329,Midland County,TX,902," 23,980,249 ",,,,,TX,Freestone County,Freestone,"874,483"
48331,Milam County,TX,1022," 612,757 ",,,,,TX,Frio County,Frio,"964,524"
48333,Mills County,TX,750," 252,785 ",,,,,TX,Gaines County,Gaines,"1,413,581"
48335,Mitchell County,TX,916," 236,682 ",,,,,TX,Galveston County,Galveston,"16,281,603"
48337,Montague County,TX,939," 608,269 ",,,,,TX,Garza County,Garza,"185,708"
48339,Montgomery County,TX,1077," 35,006,940 ",,,,,TX,Gillespie County,Gillespie,"1,286,201"
48341,Moore County,TX,910," 2,590,813 ",,,,,TX,Glasscock County,Glasscock,"2,093,218"
48343,Morris County,TX,259," 589,952 ",,,,,TX,Goliad County,Goliad,"268,571"
48345,Motley County,TX,990," 26,355 ",,,,,TX,Gonzales County,Gonzales,"2,269,355"
48347,Nacogdoches County,TX,981," 2,671,272 ",,,,,TX,Gray County,Gray,"936,442"
48349,Navarro County,TX,1086," 1,637,023 ",,,,,TX,Grayson County,Grayson,"5,325,544"
48351,Newton County,TX,940," 463,362 ",,,,,TX,Gregg County,Gregg,"7,885,905"
48353,Nolan County,TX,914," 909,100 ",,,,,TX,Grimes County,Grimes,"1,053,305"
48355,Nueces County,TX,1167," 18,312,690 ",,,,,TX,Guadalupe County,Guadalupe,"9,590,455"
48357,Ochiltree County,TX,918," 698,434 ",,,,,TX,Hale County,Hale,"1,160,738"
48359,Oldham County,TX,1502," 283,786 ",,,,,TX,Hall County,Hall,"65,719"
48361,Orange County,TX,380," 3,859,712 ",,,,,TX,Hamilton County,Hamilton,"257,654"
48363,Palo Pinto County,TX,986," 996,325 ",,,,,TX,Hansford County,Hansford,"351,711"
48365,Panola County,TX,821," 2,352,003 ",,,,,TX,Hardeman County,Hardeman,"207,916"
48367,Parker County,TX,910," 5,105,148 ",,,,,TX,Hardin County,Hardin,"1,357,119"
48369,Parmer County,TX,885," 876,318 ",,,,,TX,Harris County,Harris,"402,792,333"
48371,Pecos County,TX,4765," 1,898,933 ",,,,,TX,Harrison County,Harrison,"4,355,012"
48373,Polk County,TX,1110," 1,286,541 ",,,,,TX,Hartley County,Hartley,"534,332"
48375,Potter County,TX,922," 8,875,835 ",,,,,TX,Haskell County,Haskell,"294,641"
48377,Presidio County,TX,3857," 224,332 ",,,,,TX,Hays County,Hays,"9,724,156"
48379,Rains County,TX,259," 222,077 ",,,,,TX,Hemphill County,Hemphill,"341,666"
48381,Randall County,TX,922," 4,229,413 ",,,,,TX,Henderson County,Henderson,"1,835,540"
48383,Reagan County,TX,1176," 2,239,205 ",,,,,TX,Hidalgo County,Hidalgo,"22,818,175"
48385,Real County,TX,700," 89,264 ",,,,,TX,Hill County,Hill,"1,090,539"
48387,Red River County,TX,1058," 306,516 ",,,,,TX,Hockley County,Hockley,"1,300,445"
48389,Reeves County,TX,2642," 8,050,242 ",,,,,TX,Hood County,Hood,"2,420,953"
48391,Refugio County,TX,819," 340,204 ",,,,,TX,Hopkins County,Hopkins,"1,706,381"
48393,Roberts County,TX,924," 159,711 ",,,,,TX,Houston County,Houston,"873,777"
48395,Robertson County,TX,866," 2,202,531 ",,,,,TX,Howard County,Howard,"5,849,258"
48397,Rockwall County,TX,149," 4,939,265 ",,,,,TX,Hudspeth County,Hudspeth,"146,220"
48399,Runnels County,TX,1057," 289,758 ",,,,,TX,Hunt County,Hunt,"5,065,001"
48401,Rusk County,TX,939," 2,363,178 ",,,,,TX,Hutchinson County,Hutchinson,"4,439,446"
48403,Sabine County,TX,577," 242,637 ",,,,,TX,Irion County,Irion,"679,303"
48405,San Augustine County,TX,592," 634,514 ",,,,,TX,Jack County,Jack,"421,298"
48407,San Jacinto County,TX,628," 334,986 ",,,,,TX,Jackson County,Jackson,"547,675"
48409,San Patricio County,TX,707," 2,722,849 ",,,,,TX,Jasper County,Jasper,"990,549"
48411,San Saba County,TX,1138," 148,626 ",,,,,TX,Jeff Davis County,Jeff Davis,"68,796"
48413,Schleicher County,TX,1311," 118,107 ",,,,,TX,Jefferson County,Jefferson,"16,611,587"
48415,Scurry County,TX,908," 1,327,482 ",,,,,TX,Jim Hogg County,Jim Hogg,"160,858"
48417,Shackelford County,TX,916," 265,462 ",,,,,TX,Jim Wells County,Jim Wells,"1,474,235"
48419,Shelby County,TX,835," 1,410,124 ",,,,,TX,Johnson County,Johnson,"6,303,488"
48421,Sherman County,TX,923," 259,091 ",,,,,TX,Jones County,Jones,"445,483"
48423,Smith County,TX,950," 12,000,949 ",,,,,TX,Karnes County,Karnes,"4,796,419"
48425,Somervell County,TX,192," 1,257,277 ",,,,,TX,Kaufman County,Kaufman,"4,631,701"
48427,Starr County,TX,1229," 1,285,475 ",,,,,TX,Kendall County,Kendall,"2,318,665"
48429,Stephens County,TX,922," 339,718 ",,,,,TX,Kenedy County,Kenedy,"241,052"
48431,Sterling County,TX,924," 200,070 ",,,,,TX,Kent County,Kent,"105,753"
48433,Stonewall County,TX,920," 109,223 ",,,,,TX,Kerr County,Kerr,"2,289,090"
48435,Sutton County,TX,1455," 189,108 ",,,,,TX,Kimble County,Kimble,"145,609"
48437,Swisher County,TX,901," 343,178 ",,,,,TX,King County,King,"63,481"
48439,Tarrant County,TX,898," 127,597,428 ",,,,,TX,Kinney County,Kinney,"112,401"
48441,Taylor County,TX,919," 7,087,583 ",,,,,TX,Kleberg County,Kleberg,"1,101,754"
48443,Terrell County,TX,2358," 71,932 ",,,,,TX,Knox County,Knox,"224,920"
48445,Terry County,TX,891," 401,198 ",,,,,TX,Lamar County,Lamar,"2,694,410"
48447,Throckmorton County,TX,916," 62,810 ",,,,,TX,Lamb County,Lamb,"605,093"
