fips,year,TOT_POP,white,black,native,asian,pac_isl,two_plus_races,hispanic
30061,2021,4860,4419,25,88,38,1,125,164
30063,2021,119533,105729,573,2908,2233,114,3473,4503
30065,2021,4896,4394,41,87,65,3,103,203
30067,2021,17473,16173,73,171,84,9,344,619
30069,2021,519,489,1,10,0,0,6,13
30071,2021,4192,3472,6,378,13,0,166,157
30073,2021,5994,4843,28,798,32,5,127,161
30075,2021,1702,1570,2,32,2,0,42,54
30077,2021,6999,6130,84,408,28,4,122,223
30079,2021,1091,967,5,14,9,0,49,47
30081,2021,45959,42265,174,426,333,37,913,1811
30083,2021,11283,9985,78,246,63,5,277,629
30085,2021,10821,3492,45,6387,63,6,408,420
30087,2021,8124,4318,24,3031,142,4,200,405
30089,2021,12959,11620,42,424,56,4,334,479
30091,2021,3527,3204,15,73,22,0,82,131
30093,2021,35411,31885,193,648,263,25,736,1661
30095,2021,9044,8307,19,107,50,3,182,376
30097,2021,3723,3450,15,42,28,1,77,110
30099,2021,6269,5807,19,106,76,1,142,118
30101,2021,5011,4294,66,247,37,3,151,213
30103,2021,768,684,0,22,7,0,15,40
30105,2021,7537,6391,31,645,75,4,188,203
30107,2021,2059,1852,8,31,12,0,65,91
30109,2021,934,852,6,14,8,2,18,34
30111,2021,167146,142406,1047,7125,1246,122,4683,10517
31001,2021,31027,26096,326,183,394,16,336,3676
31003,2021,6279,5917,24,17,24,1,50,246
31005,2021,439,413,0,4,1,0,4,17
31007,2021,692,622,12,2,2,0,4,50
31009,2021,461,438,2,2,0,0,7,12
31011,2021,5386,5121,35,13,11,0,36,170
31013,2021,10604,8498,97,281,72,2,228,1426
31015,2021,1789,1677,2,27,25,0,11,47
31017,2021,2908,2659,16,39,7,3,37,147
31019,2021,50339,43184,563,180,677,47,703,4985
31021,2021,6709,6130,46,125,28,5,114,261
31023,2021,8444,7764,60,27,30,0,93,470
31025,2021,27017,25080,195,114,156,16,436,1020
31027,2021,8330,7958,38,39,22,1,72,200
31029,2021,3826,3161,19,5,8,0,34,599
31031,2021,5458,4646,22,325,35,3,193,234
31033,2021,9529,8329,72,66,95,6,140,821
31035,2021,6078,5368,42,28,12,2,53,573
31037,2021,10498,4919,494,45,72,9,72,4887
31039,2021,8984,7798,34,33,41,1,96,981
31041,2021,10460,9773,84,59,29,1,121,393
31043,2021,21241,9416,1582,553,737,127,366,8460
31045,2021,8148,6831,160,311,127,27,182,510
31047,2021,23898,13371,1651,89,251,87,182,8267
31049,2021,1865,1659,7,11,8,0,24,156
31051,2021,5545,4541,31,30,18,2,59,864
31053,2021,37103,30063,373,180,204,43,444,5796
31055,2021,585008,398193,64252,2875,25348,206,15117,79017
31057,2021,1635,1426,17,17,3,2,30,140
31059,2021,5546,5152,47,31,31,0,46,239
31061,2021,2903,2743,13,8,5,0,45,89
31063,2021,2555,2409,14,12,4,0,33,83
31065,2021,4604,4238,38,28,16,2,51,231
31067,2021,21616,20184,157,139,136,3,326,671
31069,2021,1847,1674,6,20,3,3,26,115
31071,2021,1839,1792,5,1,2,0,8,31
31073,2021,1824,1662,14,9,8,0,26,105
31075,2021,579,556,2,1,1,0,8,11
31077,2021,2169,2074,15,3,4,0,12,61
31079,2021,61979,39406,1853,266,696,60,635,19063
31081,2021,9386,8803,32,25,30,1,119,376
31083,2021,3091,2941,17,14,17,0,29,73
31085,2021,843,762,6,4,4,1,13,53
31087,2021,2586,2415,12,18,7,0,32,102
31089,2021,10049,9298,48,31,46,4,78,544
31091,2021,734,698,0,3,2,0,7,24
31093,2021,6531,6161,40,21,38,6,51,214
31095,2021,7176,6619,36,37,24,2,70,388
31097,2021,5316,4161,375,67,65,0,55,593
31099,2021,6674,6024,19,19,20,4,63,525
31101,2021,8279,7327,72,39,47,0,115,679
31103,2021,787,763,0,11,3,0,4,6
31105,2021,3412,2910,20,46,36,4,78,318
31107,2021,8401,7031,37,804,39,1,170,319
31109,2021,324514,259831,13371,1906,14868,251,8943,25344
31111,2021,34133,29533,361,158,298,13,423,3347
31113,2021,687,624,3,7,3,0,11,39
31115,2021,604,571,8,1,2,0,0,22
31117,2021,379,363,2,0,1,0,4,9
31119,2021,35337,27669,410,385,601,9,482,5781
31121,2021,7665,7007,37,44,83,6,78,410
31123,2021,4574,3675,25,38,26,0,71,739
31125,2021,3390,3184,19,17,5,1,41,123
31127,2021,7064,6555,110,23,39,4,103,230
31129,2021,4060,3784,7,11,61,0,55,142
31131,2021,15930,14011,166,72,124,16,216,1325
31133,2021,2548,2396,24,9,8,0,57,54
31135,2021,2832,2642,15,6,6,2,21,140
31137,2021,8937,8117,40,47,42,3,102,586
31139,2021,7313,6981,34,25,27,0,71,175
31141,2021,34241,25548,366,130,334,13,239,7611
31143,2021,5174,4735,18,19,14,2,59,327
31145,2021,10623,9627,140,49,37,2,119,649
31147,2021,7759,7061,40,246,39,1,195,177
31149,2021,1264,1225,2,8,4,0,5,20
31151,2021,14192,9550,158,56,403,28,158,3839
31153,2021,193418,152727,7958,714,5174,213,5419,21213
31155,2021,22787,21514,128,87,98,3,345,612
31157,2021,35745,25228,279,538,281,21,388,9010
31159,2021,17603,16609,125,74,84,2,235,474
31161,2021,5095,4090,26,460,38,6,159,316
31163,2021,2964,2821,15,10,12,0,27,79
31165,2021,1143,1051,2,11,3,0,15,61
31167,2021,5816,5263,45,33,16,0,73,386
31169,2021,4913,4629,25,18,13,1,65,162
31171,2021,673,625,8,11,2,0,7,20
31173,2021,6620,2246,27,3629,48,2,162,506
31175,2021,4066,3841,17,9,18,0,33,148
31177,2021,20969,19733,164,74,94,14,286,604
31179,2021,9784,8677,168,40,58,11,134,696
31181,2021,3411,3100,22,20,13,14,60,182
31183,2021,795,754,0,5,3,0,8,25
31185,2021,14244,12890,230,91,88,3,194,748
32001,2021,25723,18353,600,1061,663,92,979,3975
32003,2021,2292476,911204,282568,10340,235861,17572,93628,741303
32005,2021,49870,39853,368,813,944,107,1169,6616
32007,2021,53915,35264,557,2522,641,81,1126,13724
32009,2021,743,474,27,53,7,1,33,148
32011,2021,1903,1470,26,56,24,3,39,285
32013,2021,17648,11274,164,616,175,32,396,4991
32015,2021,5798,4009,51,208,58,1,102,1369
32017,2021,4525,3795,127,88,39,17,104,355
32019,2021,60903,43833,742,1282,996,201,1918,11931
32021,2021,4586,2741,183,683,137,12,167,663
32023,2021,53450,39131,1897,658,998,264,1625,8877
32027,2021,6741,4300,287,207,86,17,170,1674
32029,2021,4143,3406,67,73,93,16,108,380
32031,2021,493392,300622,11964,6321,28069,3144,15509,127763
32033,2021,9182,6456,424,376,94,14,227,1591
32510,2021,58993,38378,1221,1145,1497,145,1495,15112
33001,2021,64460,60923,396,161,713,8,902,1357
33003,2021,51500,49133,328,174,403,10,576,876
33005,2021,77329,72282,578,198,1278,37,1185,1771
33007,2021,31289,29489,283,136,230,3,468,680
33009,2021,92201,82946,1176,306,3674,24,1600,2475
33011,2021,424079,350932,11401,756,19394,122,7995,33479
33013,2021,155238,142345,2598,344,3662,49,2319,3921
33015,2021,316947,290356,2713,484,7401,107,4396,11490
33017,2021,132416,118797,1729,258,5090,46,2525,3971
33019,2021,43533,40981,317,143,480,9,750,853
34001,2021,274966,152602,39714,535,21528,113,5740,54734
34003,2021,953819,511369,52806,1007,163195,228,14927,210287
34005,2021,464269,302309,79738,784,26218,260,12121,42839
34007,2021,523771,285709,98140,942,31490,153,10461,96876
34009,2021,95661,81120,3796,176,892,46,1583,8048
34011,2021,153627,68013,28579,974,1970,49,3394,50648
34013,2021,854917,254568,324989,1776,51857,355,13532,207840
34015,2021,304477,232861,32626,399,9600,116,6267,22608
34017,2021,702463,199329,76979,1206,115172,395,10693,298689
34019,2021,129924,107993,3675,115,6092,154,1774,10121
34021,2021,385898,180154,74430,635,48028,220,7403,75028
34023,2021,860807,343574,87771,1638,218623,308,13453,195440
34025,2021,645354,483211,42170,611,36200,198,9547,73417
34027,2021,510981,354075,17499,500,57229,131,8386,73161
34029,2021,648998,543030,21010,497,12748,151,7646,63916
34031,2021,518117,204623,50720,802,28938,121,6279,226634
34033,2021,65046,47007,8873,218,661,26,1399,6862
34035,2021,345647,182369,33299,467,68823,119,5939,54631
34037,2021,145543,121233,3639,210,3122,35,2079,15225
34039,2021,572114,219155,118911,684,33239,185,7981,191959
34041,2021,110731,86491,6484,144,3273,31,1633,12675
35001,2021,674393,251368,18116,29772,18384,374,13021,343358
35003,2021,3731,2740,36,124,14,1,85,731
35005,2021,64629,23322,974,496,614,66,622,38535
35006,2021,27184,4894,320,10832,151,21,367,10599
35007,2021,12369,5786,74,164,83,8,166,6088
35009,2021,47999,21488,2711,312,772,64,1120,21532
35011,2021,1680,856,13,23,2,0,29,757
35013,2021,221508,57816,3688,1698,2427,168,2313,153398
35015,2021,60911,26508,854,628,429,46,670,31776
35017,2021,27889,12867,239,257,210,41,357,13918
35019,2021,4449,715,82,60,54,1,40,3497
35021,2021,639,337,9,1,0,0,7,285
35023,2021,4074,1530,46,25,27,2,41,2403
35025,2021,73004,23396,2464,583,376,26,620,45539
35027,2021,20436,12199,132,608,120,6,256,7115
35028,2021,19330,13644,229,190,1332,10,385,3540
35029,2021,25532,6860,251,146,267,10,255,17743
35031,2021,71780,5629,295,53265,751,22,1332,10486
35033,2021,4196,712,18,26,17,1,26,3396
35035,2021,68537,32250,2370,4099,986,103,1524,27205
35037,2021,8656,4137,133,98,84,10,132,4062
35039,2021,40179,5115,178,5732,227,15,257,28655
35041,2021,19019,9310,388,192,230,16,319,8564
35043,2021,151369,62448,3200,17792,2448,163,2985,62333
35045,2021,120993,43553,676,47195,625,63,2554,26327
35047,2021,27150,4824,430,293,286,16,231,21070
35049,2021,155201,67152,1401,3969,2204,84,1938,78453
35051,2021,11502,7231,86,172,98,2,212,3701
35053,2021,16311,5298,157,1963,321,6,264,8302
35055,2021,34623,12439,185,1780,275,9,419,19516
35057,2021,15307,7508,216,340,67,22,291,6863
35059,2021,4107,2074,97,70,32,1,49,1784
35061,2021,77190,23734,1084,3246,420,50,945,47711
36001,2021,313743,222493,40101,488,21650,151,8127,20733
36003,2021,46106,43436,583,114,550,11,566,846
36005,2021,1424948,127632,414286,4033,59549,708,14618,804122
36007,2021,197240,161740,11396,368,8743,88,5429,9476
36009,2021,76426,68806,1030,2583,580,30,1586,1811
36011,2021,75880,67797,3089,283,514,41,1669,2487
36013,2021,126807,109806,2742,637,769,34,2547,10272
36015,2021,83045,70980,4949,219,1192,14,2731,2960
36017,2021,46537,43968,414,145,251,6,651,1102
36019,2021,79596,71503,3119,294,1069,16,1176,2419
36021,2021,61778,52987,2722,113,1285,21,1254,3396
36023,2021,46311,42501,854,143,513,13,848,1439
36025,2021,44378,40424,772,118,498,16,603,1947
36027,2021,297112,206983,31512,472,10522,114,6419,41090
36029,2021,950683,707252,122106,5418,40352,261,18514,56780
36031,2021,37268,34222,905,128,280,17,467,1249
36033,2021,47456,38766,2695,3375,239,14,653,1714
36035,2021,53116,48557,1083,123,416,15,857,2065
36037,2021,57853,52066,1588,609,380,4,1067,2139
36039,2021,48499,40831,2644,143,590,18,964,3309
36041,2021,5119,4829,59,13,38,4,72,104
36043,2021,59937,56149,801,160,358,16,881,1572
36045,2021,116295,94542,6786,595,1906,275,3292,8899
36047,2021,2641052,977245,770829,5189,336364,824,53804,496797
36049,2021,26573,25448,175,57,114,33,292,454
36051,2021,61578,55548,1594,176,797,15,924,2524
36053,2021,67658,62711,1191,394,611,14,1069,1668
36055,2021,755160,527167,108839,1632,27386,277,17621,72238
36057,2021,49558,39261,1193,139,448,30,808,7679
36059,2021,1390907,798323,161646,1980,162677,606,21033,244642
36061,2021,1576876,722432,201856,2353,199446,662,34425,415702
36063,2021,211653,178755,14844,2170,2576,84,5498,7726
36065,2021,230274,186101,14244,545,9368,105,4757,15154
36067,2021,473236,360415,51599,3537,17609,143,14096,25837
36069,2021,112508,100199,2684,257,1557,24,1888,5899
36071,2021,404525,247223,44164,984,11802,130,8730,91492
36073,2021,40191,34611,2238,216,230,10,814,2072
36075,2021,117387,109746,1158,467,808,38,1798,3372
36077,2021,58123,52681,1296,123,835,30,817,2341
36079,2021,97936,73704,3125,141,2173,28,1416,17349
36081,2021,2331143,572052,414604,8775,627363,2868,50062,655419
36083,2021,160232,131291,11621,323,4550,54,3669,8724
36085,2021,493494,287475,45617,734,59411,170,8007,92080
36087,2021,339227,212801,36801,454,20487,87,4914,63683
36089,2021,108051,99267,2436,1046,1161,40,1479,2622
36091,2021,237359,213139,4457,376,6670,80,4297,8340
36093,2021,158089,112655,18390,803,8148,295,5472,12326
36095,2021,29863,27545,411,63,235,3,461,1145
36097,2021,17752,16779,176,56,115,7,278,341
36099,2021,33688,29629,1681,155,268,3,576,1376
36101,2021,92948,86676,1458,194,1440,18,1489,1673
36103,2021,1526344,1003513,115448,3140,64985,397,22339,316522
36105,2021,79806,55849,6576,269,1511,21,1703,13877
36107,2021,47980,45386,459,97,412,14,584,1028
36109,2021,105162,81375,4202,320,10119,40,3361,5745
36111,2021,182951,143073,10879,420,3781,55,4434,20309
36113,2021,65618,61127,872,133,588,10,992,1896
36115,2021,60956,55952,1905,147,343,18,731,1860
36117,2021,90923,81273,2545,216,600,36,1859,4394
36119,2021,997895,522643,135732,1360,63132,360,16589,258079
36121,2021,40491,36219,2161,125,203,16,360,1407
36123,2021,24613,23330,233,57,186,1,261,545
37001,2021,173877,106240,36578,702,3122,69,3345,23821
37003,2021,36644,31466,2142,107,393,19,607,1910
37005,2021,11049,9517,175,36,62,3,131,1125
37007,2021,22060,9813,10358,137,338,3,364,1047
37009,2021,26711,24505,228,98,118,12,290,1460
37011,2021,17864,15698,842,82,102,13,190,937
37013,2021,44468,29257,10372,169,213,12,645,3800
37015,2021,17505,6039,10582,116,128,1,211,428
37017,2021,29525,16113,9593,786,110,9,479,2435
37019,2021,144215,118959,13264,936,1072,109,2460,7415
37021,2021,271534,225222,16095,1014,3783,377,5535,19508
37023,2021,87611,70778,5681,274,3182,169,1503,6024
37025,2021,231278,139332,46189,701,12962,125,4926,27043
37027,2021,80463,69049,4042,191,597,16,1377,5191
37029,2021,10835,8710,1136,45,196,11,325,412
37031,2021,68541,59265,3469,341,766,101,1384,3215
37033,2021,22714,13828,7134,107,143,7,382,1113
37035,2021,161723,119727,13642,435,7601,105,3159,17054
37037,2021,77889,56172,8800,268,1787,45,1347,9470
37039,2021,29167,26327,440,414,191,9,677,1109
37041,2021,13722,8293,4537,52,102,2,207,529
37043,2021,11309,10439,140,57,43,6,204,420
37045,2021,100359,72130,20734,252,1064,21,1790,4368
37047,2021,50092,29383,14819,1729,208,33,913,3007
37049,2021,100674,65851,20501,474,2871,147,2812,8018
37051,2021,335508,137315,126643,5227,8494,1221,14142,42466
37053,2021,29653,25400,1591,186,292,23,642,1519
37055,2021,37826,32889,929,117,337,20,657,2877
37057,2021,170637,133409,16959,751,2782,67,2938,13731
37059,2021,43533,36158,2776,135,330,11,786,3337
37061,2021,48515,24474,11581,206,224,32,589,11409
37063,2021,326126,141691,112954,940,17894,180,7454,45013
37065,2021,48359,17208,27467,181,146,47,611,2699
37067,2021,385523,212677,100076,1234,9921,287,7554,53774
37069,2021,71703,44722,17829,363,519,19,1355,6896
37071,2021,230856,159418,42358,910,3899,88,4914,19269
37073,2021,10366,6597,3130,71,44,6,269,249
37075,2021,8043,6809,49,627,49,6,174,329
37077,2021,61986,35173,19152,248,441,27,1074,5871
37079,2021,20417,9428,7227,113,94,12,221,3322
37081,2021,542410,259977,189869,2326,29185,328,12478,48247
37083,2021,48272,18227,25494,1856,379,12,668,1636
37085,2021,135966,81021,28773,1290,1527,226,4125,19004
37087,2021,62476,57129,818,333,411,19,888,2878
37089,2021,116829,96414,3636,406,1471,237,2046,12619
37091,2021,21278,6953,12741,244,181,3,307,849
37093,2021,53114,19818,18046,4300,739,127,2097,7987
37095,2021,4508,2735,1193,21,32,1,64,462
37097,2021,191968,143300,22804,570,5074,59,3807,16354
37099,2021,43410,34738,940,3534,488,18,845,2847
37101,2021,226504,146485,38661,1008,2093,84,4431,33742
37103,2021,9255,5725,2665,70,59,3,187,546
37105,2021,64138,36631,11802,351,817,32,1387,13118
37107,2021,54706,26318,22362,183,337,33,841,4632
37109,2021,89670,75329,4967,287,787,31,1322,6947
37111,2021,44717,38744,1765,179,426,5,673,2925
37113,2021,37564,33030,537,197,353,11,429,3007
37115,2021,21502,20079,293,95,120,12,313,590
37117,2021,21754,11232,9040,77,131,11,287,976
37119,2021,1122276,508257,355517,3407,71752,482,24510,158351
37121,2021,14963,13568,108,54,84,1,187,961
37123,2021,25798,16206,4581,147,390,6,373,4095
37125,2021,102763,78923,11545,898,1620,70,2062,7645
37127,2021,95176,45188,39382,688,913,26,1600,7379
37129,2021,229018,176952,28823,897,3330,160,4599,14257
37131,2021,17129,6679,9602,84,53,1,266,444
37133,2021,206160,134836,29544,1349,4152,500,8144,27635
37135,2021,148884,103138,16912,478,11637,60,3612,13047
37137,2021,12344,9121,2269,86,71,22,210,565
37139,2021,40821,22079,14425,169,513,30,1030,2575
37141,2021,62815,47583,8313,298,345,33,1220,5023
37143,2021,13130,9518,2816,56,62,3,231,444
37145,2021,39127,25589,10319,247,150,6,820,1996
37147,2021,172169,91369,61457,563,3303,123,3537,11817
37149,2021,19656,17189,777,77,146,5,307,1155
37151,2021,145172,111929,9385,792,2225,41,2362,18438
37153,2021,42724,23595,13430,1161,394,22,987,3135
37155,2021,116328,27092,26180,48455,622,109,3018,10852
37157,2021,91266,65196,17122,323,578,61,2005,5981
37159,2021,148150,104191,24308,468,1587,65,2635,14896
37161,2021,64586,53135,6182,166,389,19,1307,3388
37163,2021,58990,29349,14534,1141,282,55,1061,12568
37165,2021,34227,14093,13191,4397,325,16,947,1258
37167,2021,63425,50802,7175,244,1208,17,881,3098
37169,2021,44553,40174,1807,148,174,12,611,1627
37171,2021,71152,58586,2655,202,430,17,836,8426
37173,2021,14136,8286,175,3994,100,5,615,961
37175,2021,33165,29837,1105,135,213,14,670,1191
37177,2021,3254,1679,1074,13,57,0,89,342
37179,2021,243648,169971,28868,773,10009,112,4575,29340
37181,2021,42185,15953,21496,125,337,20,598,3656
37183,2021,1150204,676444,228374,3435,94193,434,26858,120466
37185,2021,18762,7210,9270,1034,65,5,384,794
37187,2021,10892,4796,5163,31,44,4,181,673
37189,2021,54234,49387,956,161,638,19,827,2246
37191,2021,116835,60222,36410,412,1357,61,2882,15491
37193,2021,65806,56841,2873,139,363,25,917,4648
37195,2021,78369,36067,30901,265,841,79,1286,8930
37197,2021,37192,30953,1167,89,122,7,442,4412
37199,2021,18757,17229,160,65,55,4,212,1032
38001,2021,2167,1952,36,20,75,2,37,45
38003,2021,10806,9929,175,147,116,7,169,263
38005,2021,5809,2213,22,3182,20,1,130,241
38007,2021,955,871,5,6,38,0,6,29
38009,2021,6390,5707,45,279,40,1,154,164
38011,2021,2903,2655,13,39,2,0,32,162
38013,2021,2158,1970,18,40,20,2,42,66
38015,2021,98933,86505,2132,4529,855,134,1881,2897
38017,2021,186562,156206,12139,2836,5698,68,3911,5704
38019,2021,3662,3420,23,55,24,0,47,93
38021,2021,4897,4540,26,32,44,1,76,178
38023,2021,2188,1950,37,20,45,5,54,77
38025,2021,4035,3207,66,368,57,0,92,245
38027,2021,2337,2086,13,96,10,1,28,103
38029,2021,3271,3094,17,42,22,0,48,48
38031,2021,3364,3165,15,54,17,0,38,75
38033,2021,1770,1635,12,22,2,2,29,68
38035,2021,72705,60145,2911,2109,2068,54,1868,3550
38037,2021,2323,2208,6,37,5,0,40,27
38039,2021,2281,2219,11,12,4,0,8,27
38041,2021,2430,2231,22,72,7,4,49,45
38043,2021,2369,2206,8,12,17,0,20,106
38045,2021,4066,3893,17,26,8,1,35,86
38047,2021,1883,1756,6,19,9,0,36,57
38049,2021,5249,4960,29,50,18,0,73,119
38051,2021,2513,2356,26,17,22,0,26,66
38053,2021,13819,10274,274,1196,130,8,420,1517
38055,2021,9796,8510,51,727,33,7,190,278
38057,2021,8323,7645,57,211,51,6,132,221
38059,2021,33611,29410,502,1396,187,30,630,1456
38061,2021,9576,5346,143,2892,49,5,285,856
38063,2021,3054,2784,21,63,4,1,46,135
38065,2021,1873,1753,9,53,7,0,16,35
38067,2021,6767,6106,40,164,33,1,156,267
38069,2021,3953,3525,29,214,46,0,57,82
38071,2021,11572,9284,101,1338,108,3,335,403
38073,2021,5675,5277,49,40,58,1,87,163
38075,2021,2266,2121,13,14,8,2,42,66
38077,2021,16560,14865,172,469,100,7,302,645
38079,2021,12048,1936,51,9405,26,1,347,282
38081,2021,3829,3483,71,45,32,3,65,130
38083,2021,1268,1183,1,20,7,1,31,25
38085,2021,3738,405,23,2965,6,1,140,198
38087,2021,690,630,7,14,0,0,6,33
38089,2021,33046,28378,919,540,501,32,579,2097
38091,2021,1810,1713,7,22,4,0,20,44
38093,2021,21576,19627,378,423,182,12,311,643
38095,2021,2140,1901,7,115,13,0,37,67
38097,2021,8003,7339,70,118,45,2,138,291
38099,2021,10469,8651,60,196,90,8,143,1321
38101,2021,69071,55988,3171,1818,1123,105,2033,4833
38103,2021,3905,3763,10,27,8,1,44,52
38105,2021,38484,29647,1804,1601,393,69,1316,3654
39001,2021,27542,26396,161,148,92,6,424,315
39003,2021,101670,81133,12540,213,858,39,3122,3765
39005,2021,52316,49763,450,121,406,33,687,856
39007,2021,97337,86282,3377,219,487,27,2242,4703
39009,2021,62056,55730,1695,156,1718,31,1499,1227
39011,2021,46141,43970,299,84,260,45,593,890
39013,2021,65849,60745,2729,113,347,12,1110,793
39015,2021,43662,41905,395,102,145,6,550,559
39017,2021,390234,305542,36286,649,16625,460,9710,20962
39019,2021,26691,25565,180,87,88,2,373,396
39021,2021,38699,35969,809,156,192,14,860,699
39023,2021,135633,112980,11935,339,956,79,4162,5182
39025,2021,209642,194299,3851,349,2919,101,3428,4695
39027,2021,42004,38942,895,125,243,20,939,840
39029,2021,101310,94569,2406,170,336,31,1674,2124
39031,2021,36618,34892,417,115,134,12,573,475
39033,2021,41754,39571,496,88,253,51,501,794
39035,2021,1249387,724673,369763,1882,42751,222,27154,82942
39037,2021,51597,49258,356,92,244,28,672,947
39039,2021,38144,32596,684,65,186,15,475,4123
39041,2021,220740,181392,9241,322,18568,110,4533,6574
39043,2021,74852,61705,6505,174,564,9,2311,3584
39045,2021,161064,133980,15121,293,3817,75,3536,4242
39047,2021,28906,26473,673,70,315,14,657,704
39049,2021,1321414,803370,312976,2439,77701,569,42628,81731
39051,2021,42450,37406,291,85,205,9,515,3939
39053,2021,29158,27153,652,119,206,75,544,409
39055,2021,95565,90920,1235,86,650,14,963,1697
39057,2021,168412,140010,11980,438,5176,117,5260,5431
39059,2021,38287,36110,601,112,173,11,775,505
39061,2021,826139,530952,216533,1191,23920,767,20631,32145
39063,2021,74656,65540,1373,176,1582,14,1333,4638
39065,2021,30621,28815,308,78,254,10,492,664
39067,2021,14477,13647,295,25,42,1,276,191
39069,2021,27538,24673,180,91,138,2,276,2178
39071,2021,43354,41010,623,126,192,10,779,614
39073,2021,28097,26911,225,90,136,5,406,324
39075,2021,44271,43205,168,31,115,22,278,452
39077,2021,58367,52305,686,150,201,12,899,4114
39079,2021,32511,31107,225,133,123,15,549,359
39081,2021,64789,58152,3452,125,346,18,1520,1176
39083,2021,62897,59746,591,164,374,22,880,1120
39085,2021,232023,200842,11651,282,3555,47,4025,11621
39087,2021,57445,54231,1212,128,298,7,980,589
39089,2021,180401,157706,7729,482,5833,77,4395,4179
39091,2021,46035,42592,874,131,403,21,1031,983
39093,2021,315595,243434,24580,644,4352,75,8505,34005
39095,2021,429191,289182,84803,925,7388,160,13141,33592
39097,2021,44386,38813,2840,134,665,11,723,1200
39099,2021,226762,169879,33651,372,1992,71,4945,15852
39101,2021,65291,57149,4210,140,380,38,1370,2004
39103,2021,183092,170219,2785,275,2479,38,2509,4787
39105,2021,22049,21251,192,67,63,3,284,189
39107,2021,42309,40131,190,105,248,360,486,789
39109,2021,109264,99656,2876,222,1916,31,2383,2180
39111,2021,13329,12885,97,21,30,1,204,91
39113,2021,535840,372561,114790,1143,12693,251,15292,19110
39115,2021,13682,12545,393,45,18,1,537,143
39117,2021,35151,33500,272,62,155,12,529,621
39119,2021,86408,78604,3307,193,476,21,2648,1159
39121,2021,14176,13349,453,43,47,3,171,110
39123,2021,40104,36817,365,85,149,16,517,2155
39125,2021,18871,17373,180,61,59,5,218,975
39127,2021,35460,34123,192,118,77,51,543,356
39129,2021,59333,54560,2260,138,328,17,1034,996
39131,2021,27089,25568,330,170,85,21,553,362
39133,2021,162382,143726,7941,288,3442,66,3410,3509
39135,2021,40867,39168,287,108,267,5,567,465
39137,2021,34318,31449,153,59,92,3,228,2334
39139,2021,125195,106533,11605,233,1048,55,2946,2775
39141,2021,76891,68797,4422,234,373,20,1992,1053
39143,2021,58715,48825,1825,129,266,11,1376,6283
39145,2021,73346,68068,2015,357,286,12,1453,1155
39147,2021,54906,48780,1261,120,412,13,1197,3123
39149,2021,47977,44307,1078,98,584,52,1074,784
39151,2021,373834,319972,29629,858,3716,92,10485,9082
39153,2021,537633,405208,80692,874,22895,160,14214,13590
39155,2021,201335,173869,17255,386,1133,45,4422,4225
39157,2021,92500,86568,747,136,374,73,1254,3348
39159,2021,64971,56785,1712,116,3662,13,1070,1613
39161,2021,28732,26729,293,50,94,10,382,1174
39163,2021,12696,12200,72,48,45,0,195,136
39165,2021,246553,207228,9239,347,16998,250,4599,7892
39167,2021,59423,56291,773,143,427,9,1077,703
39169,2021,116710,109091,1795,183,1203,32,1840,2566
39171,2021,36716,33688,449,86,210,10,359,1914
39173,2021,132472,115690,3516,271,2576,28,2310,8081
39175,2021,21708,20509,92,43,144,7,201,712
40001,2021,19414,7478,132,8253,192,11,1912,1436
40003,2021,5710,4670,281,212,19,7,144,377
40005,2021,14324,9880,526,2122,105,6,1088,597
40007,2021,4980,3387,41,65,12,0,130,1345
40009,2021,22046,16265,918,655,213,3,524,3468
40011,2021,8562,5975,282,666,28,8,464,1139
40013,2021,47105,32424,909,6693,293,43,3438,3305
40015,2021,26368,14746,722,5585,123,23,1462,3707
40017,2021,161737,117796,6403,7042,5201,160,7281,17854
40019,2021,48291,32671,3005,4637,638,12,3142,4186
40021,2021,47627,21611,676,16578,516,35,4447,3764
40023,2021,14307,8315,1431,2612,77,2,1116,754
40025,2021,2248,1590,16,18,10,0,64,550
40027,2021,297597,206907,16064,14305,13633,271,16850,29567
40029,2021,5276,3396,54,1039,18,0,502,267
40031,2021,122063,67279,19195,6918,2945,754,7550,17422
40033,2021,5480,4050,126,467,19,15,292,511
40035,2021,14115,8592,449,2992,138,17,1305,622
40037,2021,72029,53484,1577,7603,505,74,5112,3674
40039,2021,28163,18655,739,1860,363,20,986,5540
40041,2021,41000,25583,215,9699,556,59,3132,1756
40043,2021,4417,3494,33,298,61,0,186,345
40045,2021,3762,3206,24,107,23,2,92,308
40047,2021,61926,44187,1762,1521,733,2586,2347,8790
40049,2021,25804,18763,588,2212,124,11,1438,2668
40051,2021,55508,44414,1159,3260,279,50,2697,3649
40053,2021,4131,3553,75,126,15,1,134,227
40055,2021,5487,3961,474,159,10,12,169,702
40057,2021,2418,1283,189,51,37,0,96,762
40059,2021,3180,2254,9,68,9,1,65,774
40061,2021,11602,7976,102,2000,130,4,832,558
40063,2021,13405,8193,788,2563,50,16,941,854
40065,2021,24777,15152,1618,407,343,73,855,6329
40067,2021,5438,4067,85,314,41,0,274,657
40069,2021,10301,6891,238,1604,66,3,846,653
40071,2021,43732,31463,881,4535,280,248,2438,3887
40073,2021,15204,11287,240,504,65,3,520,2585
40075,2021,8410,6082,332,553,28,10,380,1025
